time,rayIndex,x,y,objectDetected
4.332627,42,0.25,0.45,Wall1
4.332627,43,0.35,0.45,Cube32
4.332627,44,0.45,0.45,Wall1
4.332627,45,0.55,0.45,Wall1
4.332627,46,0.65,0.45,Cube83
4.332627,47,0.75,0.45,Cube96
4.332627,48,0.85,0.45,Cube67
4.332627,49,0.95,0.45,Cube52
4.332627,50,0.05,0.55,Wall4
4.332627,51,0.15,0.55,Wall4
4.332627,52,0.25,0.55,Wall1
4.332627,53,0.35,0.55,Wall1
4.332627,54,0.45,0.55,Wall1
4.332627,55,0.55,0.55,Wall1
4.332627,56,0.65,0.55,Wall1
4.332627,57,0.75,0.55,Wall1
4.332627,58,0.85,0.55,Cube67
4.332627,59,0.95,0.55,Cube52
4.332627,60,0.05,0.65,Wall4
4.332627,61,0.15,0.65,Wall4
4.332627,62,0.25,0.65,Wall1
4.332627,63,0.35,0.65,Wall1
4.332627,64,0.45,0.65,Wall1
4.332627,65,0.55,0.65,Wall1
4.332627,66,0.65,0.65,Wall1
4.332627,67,0.75,0.65,Wall1
4.332627,68,0.85,0.65,Wall1
4.332627,69,0.95,0.65,Wall1
4.332627,70,0.05,0.75,Wall4
4.332627,71,0.15,0.75,Wall4
4.332627,75,0.55,0.75,Wall1
4.332627,76,0.65,0.75,Wall1
4.332627,77,0.75,0.75,Wall1
4.332627,78,0.85,0.75,Wall1
4.332627,79,0.95,0.75,Wall1
4.337632,0,0.05,0.05,Floor
4.337632,1,0.15,0.05,Floor
4.337632,2,0.25,0.05,Floor
4.337632,3,0.35,0.05,Floor
4.337632,4,0.45,0.05,Floor
4.337632,5,0.55,0.05,trialStarter
4.337632,6,0.65,0.05,trialStarter
4.337632,7,0.75,0.05,trialStarter
4.337632,8,0.85,0.05,trialStarter
4.337632,9,0.95,0.05,Floor
4.337632,10,0.05,0.15,Floor
4.337632,11,0.15,0.15,Floor
4.337632,12,0.25,0.15,Floor
4.337632,13,0.35,0.15,Floor
4.337632,14,0.45,0.15,Floor
4.337632,15,0.55,0.15,Floor
4.337632,16,0.65,0.15,trialStarter
4.337632,17,0.75,0.15,Floor
4.337632,18,0.85,0.15,Floor
4.337632,19,0.95,0.15,Floor
4.337632,20,0.05,0.25,Floor
4.337632,21,0.15,0.25,Floor
4.337632,22,0.25,0.25,Floor
4.337632,23,0.35,0.25,Floor
4.337632,24,0.45,0.25,Floor
4.337632,25,0.55,0.25,Floor
4.337632,26,0.65,0.25,Floor
4.337632,27,0.75,0.25,Floor
4.337632,28,0.85,0.25,Floor
4.337632,29,0.95,0.25,Floor
4.337632,30,0.05,0.35,Floor
4.337632,31,0.15,0.35,Floor
4.337632,32,0.25,0.35,Floor
4.337632,33,0.35,0.35,Floor
4.337632,34,0.45,0.35,Floor
4.337632,35,0.55,0.35,Floor
4.337632,36,0.65,0.35,Floor
4.337632,37,0.75,0.35,Floor
4.337632,38,0.85,0.35,Floor
4.337632,39,0.95,0.35,Floor
4.337632,40,0.05,0.45,Cube63
4.337632,41,0.15,0.45,Wall4
4.337632,42,0.25,0.45,Wall1
4.337632,43,0.35,0.45,Cube32
4.337632,44,0.45,0.45,Wall1
4.337632,45,0.55,0.45,Wall1
4.337632,46,0.65,0.45,Cube83
4.337632,47,0.75,0.45,Cube96
4.337632,48,0.85,0.45,Cube67
4.337632,49,0.95,0.45,Cube52
